2013-04-22 09:48:11,405 - INFO  [main:HedwigHubTestBase1@158] - STARTING null
2013-04-22 09:48:12,041 - INFO  [main:Environment@98] - Server environment:java.compiler=<NA>
2013-04-22 09:48:12,041 - INFO  [main:Environment@98] - Server environment:os.name=Windows 7
2013-04-22 09:48:12,041 - INFO  [main:Environment@98] - Server environment:os.arch=x86
2013-04-22 09:48:12,041 - INFO  [main:Environment@98] - Server environment:os.version=6.1
2013-04-22 09:48:12,041 - INFO  [main:Environment@98] - Server environment:user.name=ly
2013-04-22 09:48:12,043 - INFO  [main:Environment@98] - Server environment:user.home=C:\Users\ly
2013-04-22 09:48:12,043 - INFO  [main:Environment@98] - Server environment:user.dir=C:\Users\ly\Git\msgbus\hedwig-server
2013-04-22 09:48:12,060 - INFO  [main:ZooKeeperServer@171] - Created server with tickTime 3000 minSessionTimeout 6000 maxSessionTimeout 60000 datadir F:\logDir\test355282010645056853.junit.dir\version-2 snapdir F:\logDir\test355282010645056853.junit.dir\version-2
2013-04-22 09:48:12,119 - INFO  [main:NIOServerCnxnFactory@110] - binding to port 0.0.0.0/0.0.0.0:15000
2013-04-22 09:48:12,132 - INFO  [main:FileTxnSnapLog@238] - Snapshotting: 0x0 to F:\logDir\test355282010645056853.junit.dir\version-2\snapshot.0
2013-04-22 09:48:12,167 - INFO  [main:FourLetterWordMain@43] - connecting to 127.0.0.1 15000
2013-04-22 09:48:12,168 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:15000:NIOServerCnxnFactory@213] - Accepted socket connection from /127.0.0.1:50055
2013-04-22 09:48:12,173 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:15000:NIOServerCnxn@820] - Processing stat command from /127.0.0.1:50055
2013-04-22 09:48:12,176 - INFO  [Thread-2:NIOServerCnxn$StatCommand@655] - Stat command output
2013-04-22 09:48:12,177 - INFO  [Thread-2:NIOServerCnxn@1000] - Closed socket connection for client /127.0.0.1:50055 (no session established for client)
2013-04-22 09:48:12,177 - INFO  [main:JMXEnv@133] - ensureOnly:[InMemoryDataTree, StandaloneServer_port]
2013-04-22 09:48:12,186 - INFO  [main:JMXEnv@105] - expect:InMemoryDataTree
2013-04-22 09:48:12,186 - INFO  [main:JMXEnv@108] - found:InMemoryDataTree org.apache.ZooKeeperService:name0=StandaloneServer_port-1,name1=InMemoryDataTree
2013-04-22 09:48:12,186 - INFO  [main:JMXEnv@105] - expect:StandaloneServer_port
2013-04-22 09:48:12,186 - INFO  [main:JMXEnv@108] - found:StandaloneServer_port org.apache.ZooKeeperService:name0=StandaloneServer_port-1
2013-04-22 09:48:12,186 - INFO  [main:ClientBase@384] - Client test setup finished
2013-04-22 09:48:12,195 - INFO  [main:Environment@98] - Client environment:zookeeper.version=3.4.3-1240972, built on 02/06/2012 10:48 GMT
2013-04-22 09:48:12,195 - INFO  [main:Environment@98] - Client environment:host.name=ly-PC
2013-04-22 09:48:12,196 - INFO  [main:Environment@98] - Client environment:java.version=1.7.0_01
2013-04-22 09:48:12,196 - INFO  [main:Environment@98] - Client environment:java.vendor=Oracle Corporation
2013-04-22 09:48:12,196 - INFO  [main:Environment@98] - Client environment:java.home=D:\Program Files (x86)\Java\jdk1.7.0_01\jre
2013-04-22 09:48:12,196 - INFO  [main:Environment@98] - Client environment:java.class.path=C:\Users\ly\Git\msgbus\hedwig-server\target\test-classes;C:\Users\ly\Git\msgbus\hedwig-server\target\classes;C:\Users\ly\Git\msgbus\hedwig-protocol\target\classes;C:\Users\ly\Git\msgbus\hedwig-protocol\target\test-classes;F:\cloud compute\maven\repository\com\google\protobuf\protobuf-java\2.4.1\protobuf-java-2.4.1.jar;F:\cloud compute\maven\repository\junit\junit\4.8.1\junit-4.8.1.jar;F:\cloud compute\maven\repository\org\slf4j\slf4j-api\1.6.4\slf4j-api-1.6.4.jar;F:\cloud compute\maven\repository\org\slf4j\slf4j-log4j12\1.6.4\slf4j-log4j12-1.6.4.jar;F:\cloud compute\maven\repository\log4j\log4j\1.2.16\log4j-1.2.16.jar;C:\Users\ly\Git\msgbus\hedwig-client\target\classes;F:\cloud compute\maven\repository\org\jboss\netty\netty\3.2.4.Final\netty-3.2.4.Final.jar;F:\cloud compute\maven\repository\commons-configuration\commons-configuration\1.6\commons-configuration-1.6.jar;F:\cloud compute\maven\repository\commons-collections\commons-collections\3.2.1\commons-collections-3.2.1.jar;F:\cloud compute\maven\repository\commons-lang\commons-lang\2.4\commons-lang-2.4.jar;F:\cloud compute\maven\repository\commons-digester\commons-digester\1.8\commons-digester-1.8.jar;F:\cloud compute\maven\repository\commons-beanutils\commons-beanutils\1.7.0\commons-beanutils-1.7.0.jar;F:\cloud compute\maven\repository\commons-beanutils\commons-beanutils-core\1.8.0\commons-beanutils-core-1.8.0.jar;F:\cloud compute\maven\repository\org\apache\zookeeper\zookeeper\3.4.3\zookeeper-3.4.3.jar;F:\cloud compute\maven\repository\org\apache\derby\derby\10.8.2.2\derby-10.8.2.2.jar;F:\cloud compute\maven\repository\org\apache\zookeeper\zookeeper\3.4.3\zookeeper-3.4.3-tests.jar;F:\cloud compute\maven\repository\org\apache\bookkeeper\bookkeeper-server\4.2.1\bookkeeper-server-4.2.1.jar;F:\cloud compute\maven\repository\com\google\guava\guava\13.0.1\guava-13.0.1.jar;F:\cloud compute\maven\repository\commons-cli\commons-cli\1.2\commons-cli-1.2.jar;F:\cloud compute\maven\repository\commons-codec\commons-codec\1.6\commons-codec-1.6.jar;F:\cloud compute\maven\repository\commons-io\commons-io\2.1\commons-io-2.1.jar;F:\cloud compute\maven\repository\org\apache\bookkeeper\bookkeeper-server\4.2.1\bookkeeper-server-4.2.1-tests.jar;F:\cloud compute\maven\repository\log4j\log4j\1.2.15\log4j-1.2.15.jar;F:\cloud compute\maven\repository\jline\jline\0.9.94\jline-0.9.94.jar;F:\cloud compute\workspace\bookkeeper\compat-deps\hedwig-server-compat-4.1.0\target\classes;F:\cloud compute\workspace\bookkeeper\compat-deps\hedwig-server-compat-4.0.0\target\classes;C:\Users\ly\Git\msgbus\msgbus-mq\target\classes;F:\cloud compute\maven\repository\com\netflix\curator\curator-client\1.2.3\curator-client-1.2.3.jar;F:\cloud compute\maven\repository\com\netflix\curator\curator-framework\1.2.3\curator-framework-1.2.3.jar;F:\cloud compute\maven\repository\com\netflix\curator\curator-recipes\1.2.3\curator-recipes-1.2.3.jar;F:\cloud compute\maven\repository\com\netflix\curator\curator-test\1.2.3\curator-test-1.2.3.jar;F:\cloud compute\maven\repository\org\javassist\javassist\3.15.0-GA\javassist-3.15.0-GA.jar;F:\cloud compute\maven\repository\org\apache\commons\commons-math\2.2\commons-math-2.2.jar;F:\cloud compute\maven\repository\commons-logging\commons-logging\1.1.1\commons-logging-1.1.1.jar;F:\cloud compute\maven\repository\org\hamcrest\hamcrest-all\1.3\hamcrest-all-1.3.jar;/F:/cloud compute/eclipse/configuration/org.eclipse.osgi/bundles/207/1/.cp/;/F:/cloud compute/eclipse/configuration/org.eclipse.osgi/bundles/206/1/.cp/
2013-04-22 09:48:12,196 - INFO  [main:Environment@98] - Client environment:java.library.path=D:\Program Files (x86)\Java\jdk1.7.0_01\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;D:/Program Files (x86)/Java/jre7/bin/client;D:/Program Files (x86)/Java/jre7/bin;D:/Program Files (x86)/Java/jre7/lib/i386;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;D:\Program Files (x86)\Git\cmd;D:\Program Files\TortoiseGit\bin;D:\Program Files (x86)\Rational\common;D:\Program Files\TortoiseSVN\bin;D:\Program Files (x86)\Java\jdk1.7.0_01\bin;F:\cloud compute\maven\apache-maven-3.0.4\bin;D:\Program Files (x86)\Git\bin;F:\cloud compute\eclipse;;.
2013-04-22 09:48:12,197 - INFO  [main:Environment@98] - Client environment:java.io.tmpdir=C:\Users\ly\AppData\Local\Temp\
2013-04-22 09:48:12,197 - INFO  [main:Environment@98] - Client environment:java.compiler=<NA>
2013-04-22 09:48:12,197 - INFO  [main:Environment@98] - Client environment:os.name=Windows 7
2013-04-22 09:48:12,197 - INFO  [main:Environment@98] - Client environment:os.arch=x86
2013-04-22 09:48:12,197 - INFO  [main:Environment@98] - Client environment:os.version=6.1
2013-04-22 09:48:12,197 - INFO  [main:Environment@98] - Client environment:user.name=ly
2013-04-22 09:48:12,197 - INFO  [main:Environment@98] - Client environment:user.home=C:\Users\ly
2013-04-22 09:48:12,198 - INFO  [main:Environment@98] - Client environment:user.dir=C:\Users\ly\Git\msgbus\hedwig-server
2013-04-22 09:48:12,199 - INFO  [main:ZooKeeper@433] - Initiating client connection, connectString=127.0.0.1:15000 sessionTimeout=30000 watcher=org.apache.zookeeper.test.ClientBase$CountdownWatcher@1d5e94f
2013-04-22 09:48:12,212 - INFO  [main-SendThread():ClientCnxn$SendThread@933] - Opening socket connection to server /127.0.0.1:15000
2013-04-22 09:48:12,233 - INFO  [main-SendThread(127.0.0.1:15000):ZooKeeperSaslClient@125] - Client will not SASL-authenticate because the default JAAS configuration section 'Client' could not be found. If you are not using SASL, you may ignore this. On the other hand, if you expected SASL to work, please fix your JAAS configuration.
2013-04-22 09:48:12,234 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:15000:NIOServerCnxnFactory@213] - Accepted socket connection from /127.0.0.1:50058
2013-04-22 09:48:12,234 - INFO  [main-SendThread(127.0.0.1:15000):ClientCnxn$SendThread@846] - Socket connection established to 127.0.0.1/127.0.0.1:15000, initiating session
2013-04-22 09:48:12,236 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:15000:ZooKeeperServer@838] - Client attempting to establish new session at /127.0.0.1:50058
2013-04-22 09:48:12,241 - INFO  [SyncThread:0:FileTxnLog@199] - Creating new log file: log.1
2013-04-22 09:48:12,309 - INFO  [SyncThread:0:ZooKeeperServer@604] - Established session 0x13e2f6d4bf20000 with negotiated timeout 30000 for client /127.0.0.1:50058
2013-04-22 09:48:12,309 - INFO  [main-SendThread(127.0.0.1:15000):ClientCnxn$SendThread@1175] - Session establishment complete on server 127.0.0.1/127.0.0.1:15000, sessionid = 0x13e2f6d4bf20000, negotiated timeout = 30000
2013-04-22 09:48:12,312 - INFO  [main:JMXEnv@105] - expect:0x13e2f6d4bf20000
2013-04-22 09:48:12,312 - INFO  [main:JMXEnv@108] - found:0x13e2f6d4bf20000 org.apache.ZooKeeperService:name0=StandaloneServer_port-1,name1=Connections,name2=127.0.0.1,name3=0x13e2f6d4bf20000
2013-04-22 09:48:12,453 - INFO  [main:ZooKeeper@433] - Initiating client connection, connectString=127.0.0.1:15000 sessionTimeout=10000 watcher=org.apache.bookkeeper.bookie.Bookie$6@1267434
2013-04-22 09:48:12,455 - INFO  [main-SendThread():ClientCnxn$SendThread@933] - Opening socket connection to server /127.0.0.1:15000
2013-04-22 09:48:12,455 - INFO  [main-SendThread(127.0.0.1:15000):ZooKeeperSaslClient@125] - Client will not SASL-authenticate because the default JAAS configuration section 'Client' could not be found. If you are not using SASL, you may ignore this. On the other hand, if you expected SASL to work, please fix your JAAS configuration.
2013-04-22 09:48:12,456 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:15000:NIOServerCnxnFactory@213] - Accepted socket connection from /127.0.0.1:50061
2013-04-22 09:48:12,456 - INFO  [main-SendThread(127.0.0.1:15000):ClientCnxn$SendThread@846] - Socket connection established to 127.0.0.1/127.0.0.1:15000, initiating session
2013-04-22 09:48:12,466 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:15000:ZooKeeperServer@838] - Client attempting to establish new session at /127.0.0.1:50061
2013-04-22 09:48:12,493 - INFO  [SyncThread:0:ZooKeeperServer@604] - Established session 0x13e2f6d4bf20001 with negotiated timeout 10000 for client /127.0.0.1:50061
2013-04-22 09:48:12,493 - INFO  [main-SendThread(127.0.0.1:15000):ClientCnxn$SendThread@1175] - Session establishment complete on server 127.0.0.1/127.0.0.1:15000, sessionid = 0x13e2f6d4bf20001, negotiated timeout = 10000
2013-04-22 09:48:12,497 - WARN  [main:Bookie@494] - INSTANCEID not exists in zookeeper. Not considering it for data verification
2013-04-22 09:48:12,881 - INFO  [main:Bookie@527] - instantiate ledger manager org.apache.bookkeeper.meta.FlatLedgerManagerFactory
2013-04-22 09:48:12,924 - INFO  [main:LedgerCacheImpl@73] - maxMemory = 259522560
2013-04-22 09:48:12,925 - INFO  [main:LedgerCacheImpl@74] - openFileLimit is 900, pageSize is 8192, pageLimit is 10560
2013-04-22 09:48:12,929 - INFO  [main:GarbageCollectorThread@246] - Minor Compaction : enabled=true, threshold=0.20000000298023224, interval=3600000
2013-04-22 09:48:12,929 - INFO  [main:GarbageCollectorThread@248] - Major Compaction : enabled=true, threshold=0.800000011920929, interval=86400000
2013-04-22 09:48:12,933 - ERROR [main:Journal$LastLogMark@177] - Problems reading from C:\Users\ly\AppData\Local\Temp\bookie150014505561030862285450test\current\lastMark (this is okay if it is the first time starting this bookie
2013-04-22 09:48:12,941 - INFO  [BookieJournal-15001:JournalChannel@66] - Opening journal C:\Users\ly\AppData\Local\Temp\bookie150014505561030862285450test\current\3de55f.txn
2013-04-22 09:48:13,014 - INFO  [main:ZooKeeper@433] - Initiating client connection, connectString=127.0.0.1:15000 sessionTimeout=10000 watcher=org.apache.bookkeeper.bookie.Bookie$6@44e906
2013-04-22 09:48:13,017 - INFO  [main-SendThread():ClientCnxn$SendThread@933] - Opening socket connection to server /127.0.0.1:15000
2013-04-22 09:48:13,018 - INFO  [main-SendThread(127.0.0.1:15000):ZooKeeperSaslClient@125] - Client will not SASL-authenticate because the default JAAS configuration section 'Client' could not be found. If you are not using SASL, you may ignore this. On the other hand, if you expected SASL to work, please fix your JAAS configuration.
2013-04-22 09:48:13,019 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:15000:NIOServerCnxnFactory@213] - Accepted socket connection from /127.0.0.1:50066
2013-04-22 09:48:13,019 - INFO  [main-SendThread(127.0.0.1:15000):ClientCnxn$SendThread@846] - Socket connection established to 127.0.0.1/127.0.0.1:15000, initiating session
2013-04-22 09:48:13,020 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:15000:ZooKeeperServer@838] - Client attempting to establish new session at /127.0.0.1:50066
2013-04-22 09:48:13,064 - INFO  [SyncThread:0:ZooKeeperServer@604] - Established session 0x13e2f6d4bf20002 with negotiated timeout 10000 for client /127.0.0.1:50066
2013-04-22 09:48:13,064 - INFO  [main-SendThread(127.0.0.1:15000):ClientCnxn$SendThread@1175] - Session establishment complete on server 127.0.0.1/127.0.0.1:15000, sessionid = 0x13e2f6d4bf20002, negotiated timeout = 10000
2013-04-22 09:48:13,065 - WARN  [main:Bookie@494] - INSTANCEID not exists in zookeeper. Not considering it for data verification
2013-04-22 09:48:13,082 - INFO  [main:Bookie@527] - instantiate ledger manager org.apache.bookkeeper.meta.FlatLedgerManagerFactory
2013-04-22 09:48:13,083 - INFO  [main:LedgerCacheImpl@73] - maxMemory = 259522560
2013-04-22 09:48:13,084 - INFO  [main:LedgerCacheImpl@74] - openFileLimit is 900, pageSize is 8192, pageLimit is 10560
2013-04-22 09:48:13,084 - INFO  [main:GarbageCollectorThread@246] - Minor Compaction : enabled=true, threshold=0.20000000298023224, interval=3600000
2013-04-22 09:48:13,084 - INFO  [main:GarbageCollectorThread@248] - Major Compaction : enabled=true, threshold=0.800000011920929, interval=86400000
2013-04-22 09:48:13,084 - ERROR [main:Journal$LastLogMark@177] - Problems reading from C:\Users\ly\AppData\Local\Temp\bookie150027594562474588589932test\current\lastMark (this is okay if it is the first time starting this bookie
2013-04-22 09:48:13,087 - INFO  [BookieJournal-15002:JournalChannel@66] - Opening journal C:\Users\ly\AppData\Local\Temp\bookie150027594562474588589932test\current\3de5f2.txn
2013-04-22 09:48:13,106 - INFO  [main:ZooKeeper@433] - Initiating client connection, connectString=127.0.0.1:15000 sessionTimeout=10000 watcher=org.apache.bookkeeper.bookie.Bookie$6@4d7f0
2013-04-22 09:48:13,108 - INFO  [main-SendThread():ClientCnxn$SendThread@933] - Opening socket connection to server /127.0.0.1:15000
2013-04-22 09:48:13,108 - INFO  [main-SendThread(127.0.0.1:15000):ZooKeeperSaslClient@125] - Client will not SASL-authenticate because the default JAAS configuration section 'Client' could not be found. If you are not using SASL, you may ignore this. On the other hand, if you expected SASL to work, please fix your JAAS configuration.
2013-04-22 09:48:13,109 - INFO  [main-SendThread(127.0.0.1:15000):ClientCnxn$SendThread@846] - Socket connection established to 127.0.0.1/127.0.0.1:15000, initiating session
2013-04-22 09:48:13,109 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:15000:NIOServerCnxnFactory@213] - Accepted socket connection from /127.0.0.1:50071
2013-04-22 09:48:13,109 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:15000:ZooKeeperServer@838] - Client attempting to establish new session at /127.0.0.1:50071
2013-04-22 09:48:13,177 - INFO  [SyncThread:0:ZooKeeperServer@604] - Established session 0x13e2f6d4bf20003 with negotiated timeout 10000 for client /127.0.0.1:50071
2013-04-22 09:48:13,177 - INFO  [main-SendThread(127.0.0.1:15000):ClientCnxn$SendThread@1175] - Session establishment complete on server 127.0.0.1/127.0.0.1:15000, sessionid = 0x13e2f6d4bf20003, negotiated timeout = 10000
2013-04-22 09:48:13,179 - WARN  [main:Bookie@494] - INSTANCEID not exists in zookeeper. Not considering it for data verification
2013-04-22 09:48:13,203 - INFO  [main:Bookie@527] - instantiate ledger manager org.apache.bookkeeper.meta.FlatLedgerManagerFactory
2013-04-22 09:48:13,204 - INFO  [main:LedgerCacheImpl@73] - maxMemory = 259522560
2013-04-22 09:48:13,204 - INFO  [main:LedgerCacheImpl@74] - openFileLimit is 900, pageSize is 8192, pageLimit is 10560
2013-04-22 09:48:13,205 - INFO  [main:GarbageCollectorThread@246] - Minor Compaction : enabled=true, threshold=0.20000000298023224, interval=3600000
2013-04-22 09:48:13,205 - INFO  [main:GarbageCollectorThread@248] - Major Compaction : enabled=true, threshold=0.800000011920929, interval=86400000
2013-04-22 09:48:13,205 - ERROR [main:Journal$LastLogMark@177] - Problems reading from C:\Users\ly\AppData\Local\Temp\bookie15003474300613021806564test\current\lastMark (this is okay if it is the first time starting this bookie
2013-04-22 09:48:13,209 - INFO  [BookieJournal-15003:JournalChannel@66] - Opening journal C:\Users\ly\AppData\Local\Temp\bookie15003474300613021806564test\current\3de66b.txn
2013-04-22 09:48:13,231 - INFO  [main:ZooKeeper@433] - Initiating client connection, connectString=127.0.0.1:15000 sessionTimeout=10000 watcher=org.apache.bookkeeper.zookeeper.ZooKeeperWatcherBase@16551c5
2013-04-22 09:48:13,234 - INFO  [main-SendThread():ClientCnxn$SendThread@933] - Opening socket connection to server /127.0.0.1:15000
2013-04-22 09:48:13,234 - INFO  [main-SendThread(127.0.0.1:15000):ZooKeeperSaslClient@125] - Client will not SASL-authenticate because the default JAAS configuration section 'Client' could not be found. If you are not using SASL, you may ignore this. On the other hand, if you expected SASL to work, please fix your JAAS configuration.
2013-04-22 09:48:13,235 - INFO  [main-SendThread(127.0.0.1:15000):ClientCnxn$SendThread@846] - Socket connection established to 127.0.0.1/127.0.0.1:15000, initiating session
2013-04-22 09:48:13,235 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:15000:NIOServerCnxnFactory@213] - Accepted socket connection from /127.0.0.1:50076
2013-04-22 09:48:13,235 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:15000:ZooKeeperServer@838] - Client attempting to establish new session at /127.0.0.1:50076
2013-04-22 09:48:13,285 - INFO  [SyncThread:0:ZooKeeperServer@604] - Established session 0x13e2f6d4bf20004 with negotiated timeout 10000 for client /127.0.0.1:50076
2013-04-22 09:48:13,285 - INFO  [main-SendThread(127.0.0.1:15000):ClientCnxn$SendThread@1175] - Session establishment complete on server 127.0.0.1/127.0.0.1:15000, sessionid = 0x13e2f6d4bf20004, negotiated timeout = 10000
2013-04-22 09:48:13,337 - INFO  [Thread-7:ZooKeeper@433] - Initiating client connection, connectString=127.0.0.1:15000 sessionTimeout=2000 watcher=org.apache.hedwig.server.netty.PubSubServer$1@a7ef62
2013-04-22 09:48:13,339 - INFO  [Thread-7-SendThread():ClientCnxn$SendThread@933] - Opening socket connection to server /127.0.0.1:15000
2013-04-22 09:48:13,340 - INFO  [Thread-7-SendThread(127.0.0.1:15000):ZooKeeperSaslClient@125] - Client will not SASL-authenticate because the default JAAS configuration section 'Client' could not be found. If you are not using SASL, you may ignore this. On the other hand, if you expected SASL to work, please fix your JAAS configuration.
2013-04-22 09:48:13,340 - INFO  [Thread-7-SendThread(127.0.0.1:15000):ClientCnxn$SendThread@846] - Socket connection established to 127.0.0.1/127.0.0.1:15000, initiating session
2013-04-22 09:48:13,340 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:15000:NIOServerCnxnFactory@213] - Accepted socket connection from /127.0.0.1:50079
2013-04-22 09:48:13,341 - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:15000:ZooKeeperServer@838] - Client attempting to establish new session at /127.0.0.1:50079
2013-04-22 09:48:13,351 - INFO  [SyncThread:0:ZooKeeperServer@604] - Established session 0x13e2f6d4bf20005 with negotiated timeout 6000 for client /127.0.0.1:50079
2013-04-22 09:48:13,351 - INFO  [Thread-7-SendThread(127.0.0.1:15000):ClientCnxn$SendThread@1175] - Session establishment complete on server 127.0.0.1/127.0.0.1:15000, sessionid = 0x13e2f6d4bf20005, negotiated timeout = 6000
2013-04-22 09:48:13,416 - INFO  [ProcessThread(sid:0 cport:-1)::PrepRequestProcessor@617] - Got user-level KeeperException when processing sessionid:0x13e2f6d4bf20005 type:create cxid:0x2 zxid:0x12 txntype:-1 reqpath:n/a Error Path:/hedwig/standalone/managers/METADATA Error:KeeperErrorCode = NoNode for /hedwig/standalone/managers/METADATA
